variant,budget,spec,score,passed,total
bestjump_w2,50000,drums_tide,661.72,12,12
bestjump_w2,50000,drums_dropout,638.22,12,12
bestjump_w2,50000,drums_breath,644.18,12,12
bestjump_w2,50000,drums_pulse,669.43,12,12
bestjump_w2,50000,drums_zigzag,652.45,12,12
bestjump_w2,75000,drums_signature,646.37,12,12
bestjump_w2,75000,drums_pendulum,303.46,11,12
bestjump_w2,75000,drums_crescendo,40.75,7,12
bestjump_w2,75000,dense_sprint,646.26,12,12
bestjump_w2,75000,syncopated_switchback,639.14,12,12
bestjump_w2,75000,opening_burst,641.34,12,12
bestjump_w2,75000,grain_staircase,743.42,12,12
bestjump_w2,75000,rhythm_ladder,606.28,12,12
bestjump_w2,75000,cold_start,601.5,12,12
bestjump_w2,75000,mini_burst,657.79,12,12
bestjump_w2,75000,tiny_dance,551.67,12,12
bestjump_w2,75000,solo_run,392.79,11,12
bestjump_w2,75000,verse_chorus,731.67,12,12
bestjump_w2,75000,drums_swell,687.59,12,12
bestjump_w2,75000,drums_crosscut,736.41,12,12
bestjump_w2,75000,drums_tide,719.1,12,12
bestjump_w2,75000,drums_dropout,700.9,12,12
bestjump_w2,75000,drums_breath,704.05,12,12
bestjump_w2,75000,drums_pulse,726.57,12,12
bestjump_w2,75000,drums_zigzag,702.85,12,12
bestjump_w2,100000,drums_signature,676.36,12,12
bestjump_w2,100000,drums_pendulum,321.15,11,12
bestjump_w2,100000,drums_crescendo,121.36,9,12
bestjump_w2,100000,dense_sprint,656.49,12,12
bestjump_w2,100000,syncopated_switchback,618.51,12,12
bestjump_w2,100000,opening_burst,633.2,12,12
bestjump_w2,100000,grain_staircase,738.4,12,12
bestjump_w2,100000,rhythm_ladder,606.79,12,12
bestjump_w2,100000,cold_start,604.05,12,12
bestjump_w2,100000,mini_burst,654.82,12,12
bestjump_w2,100000,tiny_dance,552.6,12,12
bestjump_w2,100000,solo_run,697.18,12,12
bestjump_w2,100000,verse_chorus,736.45,12,12
bestjump_w2,100000,drums_swell,690.25,12,12
bestjump_w2,100000,drums_crosscut,739.48,12,12
bestjump_w2,100000,drums_tide,726.52,12,12
bestjump_w2,100000,drums_dropout,697.63,12,12
bestjump_w2,100000,drums_breath,714.59,12,12
bestjump_w2,100000,drums_pulse,726.7,12,12
bestjump_w2,100000,drums_zigzag,718.86,12,12
bestjump_w2,125000,drums_signature,679.69,12,12
bestjump_w2,125000,drums_pendulum,538.59,12,12
bestjump_w2,125000,drums_crescendo,360.54,11,12
bestjump_w2,125000,dense_sprint,656.42,12,12
bestjump_w2,125000,syncopated_switchback,619.3,12,12
bestjump_w2,125000,opening_burst,633.99,12,12
bestjump_w2,125000,grain_staircase,739.38,12,12
bestjump_w2,125000,rhythm_ladder,616.46,12,12
bestjump_w2,125000,cold_start,603.59,12,12
bestjump_w2,125000,mini_burst,655.04,12,12
bestjump_w2,125000,tiny_dance,557.39,12,12
bestjump_w2,125000,solo_run,695.27,12,12
bestjump_w2,125000,verse_chorus,740.95,12,12
bestjump_w2,125000,drums_swell,698.06,12,12
bestjump_w2,125000,drums_crosscut,739.63,12,12
bestjump_w2,125000,drums_tide,724.84,12,12
bestjump_w2,125000,drums_dropout,707.24,12,12
bestjump_w2,125000,drums_breath,719.67,12,12
bestjump_w2,125000,drums_pulse,727.25,12,12
bestjump_w2,125000,drums_zigzag,719.86,12,12
bestjump_w2,150000,drums_signature,685.11,12,12
bestjump_w2,150000,drums_pendulum,543.76,12,12
bestjump_w2,150000,drums_crescendo,363.15,11,12
bestjump_w2,150000,dense_sprint,664.78,12,12
bestjump_w2,150000,syncopated_switchback,638.5,12,12
bestjump_w2,150000,opening_burst,648.91,12,12
bestjump_w2,150000,grain_staircase,747.65,12,12
bestjump_w2,150000,rhythm_ladder,624.28,12,12
bestjump_w2,150000,cold_start,611.83,12,12
bestjump_w2,150000,mini_burst,664.82,12,12
bestjump_w2,150000,tiny_dance,564.89,12,12
bestjump_w2,150000,solo_run,706.47,12,12
bestjump_w2,150000,verse_chorus,744.36,12,12
bestjump_w2,150000,drums_swell,702.02,12,12
bestjump_w2,150000,drums_crosscut,742.01,12,12
bestjump_w2,150000,drums_tide,728.69,12,12
bestjump_w2,150000,drums_dropout,709.62,12,12
bestjump_w2,150000,drums_breath,720.62,12,12
bestjump_w2,150000,drums_pulse,730.22,12,12
bestjump_w2,150000,drums_zigzag,719.97,12,12
bestjump_w2,175000,drums_signature,692.47,12,12
bestjump_w2,175000,drums_pendulum,543.82,12,12
bestjump_w2,175000,drums_crescendo,363.96,11,12
bestjump_w2,175000,dense_sprint,669.41,12,12
bestjump_w2,175000,syncopated_switchback,646.43,12,12
bestjump_w2,175000,opening_burst,649.53,12,12
bestjump_w2,175000,grain_staircase,754.32,12,12
bestjump_w2,175000,rhythm_ladder,624.39,12,12
bestjump_w2,175000,cold_start,612.6,12,12
bestjump_w2,175000,mini_burst,667.84,12,12
bestjump_w2,175000,tiny_dance,567.58,12,12
bestjump_w2,175000,solo_run,705.88,12,12
bestjump_w2,175000,verse_chorus,743.6,12,12
bestjump_w2,175000,drums_swell,701.48,12,12
bestjump_w2,175000,drums_crosscut,744.17,12,12
bestjump_w2,175000,drums_tide,733.48,12,12
bestjump_w2,175000,drums_dropout,712.16,12,12
bestjump_w2,175000,drums_breath,720.01,12,12
bestjump_w2,175000,drums_pulse,732.85,12,12
bestjump_w2,175000,drums_zigzag,722.76,12,12
bestjump_w2,200000,drums_signature,696.85,12,12
bestjump_w2,200000,drums_pendulum,545.33,12,12
bestjump_w2,200000,drums_crescendo,368.1,11,12
bestjump_w2,200000,dense_sprint,678.6,12,12
bestjump_w2,200000,syncopated_switchback,647.29,12,12
bestjump_w2,200000,opening_burst,656.25,12,12
bestjump_w2,200000,grain_staircase,750.39,12,12
bestjump_w2,200000,rhythm_ladder,625.22,12,12
bestjump_w2,200000,cold_start,612.46,12,12
bestjump_w2,200000,mini_burst,669.13,12,12
bestjump_w2,200000,tiny_dance,567.81,12,12
bestjump_w2,200000,solo_run,718.6,12,12
bestjump_w2,200000,verse_chorus,745.32,12,12
bestjump_w2,200000,drums_swell,707.82,12,12
bestjump_w2,200000,drums_crosscut,746.11,12,12
bestjump_w2,200000,drums_tide,734.32,12,12
bestjump_w2,200000,drums_dropout,714.01,12,12
bestjump_w2,200000,drums_breath,723.01,12,12
bestjump_w2,200000,drums_pulse,733.28,12,12
bestjump_w2,200000,drums_zigzag,726.63,12,12
bestjump_w2,225000,drums_signature,697.35,12,12
bestjump_w2,225000,drums_pendulum,551.79,12,12
bestjump_w2,225000,drums_crescendo,630.1,12,12
bestjump_w2,225000,dense_sprint,678.21,12,12
bestjump_w2,225000,syncopated_switchback,651.2,12,12
bestjump_w2,225000,opening_burst,657.08,12,12
bestjump_w2,225000,grain_staircase,755.97,12,12
bestjump_w2,225000,rhythm_ladder,626.27,12,12
bestjump_w2,225000,cold_start,615.96,12,12
bestjump_w2,225000,mini_burst,670.03,12,12
bestjump_w2,225000,tiny_dance,568.49,12,12
bestjump_w2,225000,solo_run,720.61,12,12
bestjump_w2,225000,verse_chorus,746.56,12,12
bestjump_w2,225000,drums_swell,707.99,12,12
bestjump_w2,225000,drums_crosscut,745.98,12,12
bestjump_w2,225000,drums_tide,735.2,12,12
bestjump_w2,225000,drums_dropout,713.58,12,12
bestjump_w2,225000,drums_breath,724.54,12,12
bestjump_w2,225000,drums_pulse,734.16,12,12
bestjump_w2,225000,drums_zigzag,728.32,12,12
bestjump_w2,250000,drums_signature,702.19,12,12
bestjump_w2,250000,drums_pendulum,554,12,12
bestjump_w2,250000,drums_crescendo,630.76,12,12
bestjump_w2,250000,dense_sprint,677.84,12,12
bestjump_w2,250000,syncopated_switchback,650.81,12,12
bestjump_w2,250000,opening_burst,659.59,12,12
bestjump_w2,250000,grain_staircase,757.83,12,12
bestjump_w2,250000,rhythm_ladder,631.51,12,12
bestjump_w2,250000,cold_start,614.84,12,12
bestjump_w2,250000,mini_burst,670.97,12,12
bestjump_w2,250000,tiny_dance,568.49,12,12
bestjump_w2,250000,solo_run,720.21,12,12
bestjump_w2,250000,verse_chorus,747.84,12,12
bestjump_w2,250000,drums_swell,709.58,12,12
bestjump_w2,250000,drums_crosscut,746.24,12,12
bestjump_w2,250000,drums_tide,736.79,12,12
bestjump_w2,250000,drums_dropout,714.45,12,12
bestjump_w2,250000,drums_breath,725.72,12,12
bestjump_w2,250000,drums_pulse,735.57,12,12
bestjump_w2,250000,drums_zigzag,727.76,12,12
bestjump_w2,275000,drums_signature,703.56,12,12
bestjump_w2,275000,drums_pendulum,557.19,12,12
bestjump_w2,275000,drums_crescendo,629.01,12,12
bestjump_w2,275000,dense_sprint,683.45,12,12
bestjump_w2,275000,syncopated_switchback,654.14,12,12
bestjump_w2,275000,opening_burst,662.07,12,12
bestjump_w2,275000,grain_staircase,759.44,12,12
bestjump_w2,275000,rhythm_ladder,629.13,12,12
bestjump_w2,275000,cold_start,617.48,12,12
bestjump_w2,275000,mini_burst,671.11,12,12
bestjump_w2,275000,tiny_dance,568.95,12,12
bestjump_w2,275000,solo_run,718.54,12,12
bestjump_w2,275000,verse_chorus,747.2,12,12
bestjump_w2,275000,drums_swell,711.93,12,12
bestjump_w2,275000,drums_crosscut,747.25,12,12
bestjump_w2,275000,drums_tide,736.29,12,12
bestjump_w2,275000,drums_dropout,714.78,12,12
bestjump_w2,275000,drums_breath,727.8,12,12
bestjump_w2,275000,drums_pulse,734.62,12,12
bestjump_w2,275000,drums_zigzag,727.57,12,12
bestjump_w2,300000,drums_signature,704.47,12,12
bestjump_w2,300000,drums_pendulum,556.41,12,12
bestjump_w2,300000,drums_crescendo,631.25,12,12
bestjump_w2,300000,dense_sprint,684.12,12,12
bestjump_w2,300000,syncopated_switchback,653.53,12,12
bestjump_w2,300000,opening_burst,664.32,12,12
bestjump_w2,300000,grain_staircase,761.09,12,12
bestjump_w2,300000,rhythm_ladder,629.99,12,12
bestjump_w2,300000,cold_start,617.25,12,12
bestjump_w2,300000,mini_burst,671.99,12,12
bestjump_w2,300000,tiny_dance,568.98,12,12
bestjump_w2,300000,solo_run,719.79,12,12
bestjump_w2,300000,verse_chorus,747.87,12,12
bestjump_w2,300000,drums_swell,712.26,12,12
bestjump_w2,300000,drums_crosscut,746.42,12,12
bestjump_w2,300000,drums_tide,736.25,12,12
bestjump_w2,300000,drums_dropout,716.39,12,12
bestjump_w2,300000,drums_breath,730.41,12,12
bestjump_w2,300000,drums_pulse,734.14,12,12
bestjump_w2,300000,drums_zigzag,729.11,12,12
bestjump_w2,325000,drums_signature,704.61,12,12
bestjump_w2,325000,drums_pendulum,556.63,12,12
bestjump_w2,325000,drums_crescendo,631.33,12,12
bestjump_w2,325000,dense_sprint,684.44,12,12
bestjump_w2,325000,syncopated_switchback,654.16,12,12
bestjump_w2,325000,opening_burst,665.62,12,12
bestjump_w2,325000,grain_staircase,760.94,12,12
bestjump_w2,325000,rhythm_ladder,631.18,12,12
bestjump_w2,325000,cold_start,617.21,12,12
bestjump_w2,325000,mini_burst,673.2,12,12
bestjump_w2,325000,tiny_dance,569,12,12
bestjump_w2,325000,solo_run,724.96,12,12
bestjump_w2,325000,verse_chorus,749.31,12,12
bestjump_w2,325000,drums_swell,714.44,12,12
bestjump_w2,325000,drums_crosscut,747.2,12,12
bestjump_w2,325000,drums_tide,737.01,12,12
bestjump_w2,325000,drums_dropout,715.59,12,12
bestjump_w2,325000,drums_breath,731.99,12,12
bestjump_w2,325000,drums_pulse,734.76,12,12
bestjump_w2,325000,drums_zigzag,729.82,12,12
bestjump_w2,350000,drums_signature,705.71,12,12
bestjump_w2,350000,drums_pendulum,556.45,12,12
bestjump_w2,350000,drums_crescendo,636.51,12,12
bestjump_w2,350000,dense_sprint,684.62,12,12
bestjump_w2,350000,syncopated_switchback,652.82,12,12
bestjump_w2,350000,opening_burst,666.65,12,12
bestjump_w2,350000,grain_staircase,762.68,12,12
bestjump_w2,350000,rhythm_ladder,633.4,12,12
bestjump_w2,350000,cold_start,619.48,12,12
bestjump_w2,350000,mini_burst,673.7,12,12
bestjump_w2,350000,tiny_dance,569,12,12
bestjump_w2,350000,solo_run,725.14,12,12
bestjump_w2,350000,verse_chorus,748.74,12,12
bestjump_w2,350000,drums_swell,715.01,12,12
bestjump_w2,350000,drums_crosscut,745.88,12,12
bestjump_w2,350000,drums_tide,738.49,12,12
bestjump_w2,350000,drums_dropout,716.02,12,12
bestjump_w2,350000,drums_breath,731.25,12,12
bestjump_w2,350000,drums_pulse,735.03,12,12
bestjump_w2,350000,drums_zigzag,730.5,12,12
bestjump_w2,375000,drums_signature,705.21,12,12
bestjump_w2,375000,drums_pendulum,558.9,12,12
bestjump_w2,375000,drums_crescendo,635.45,12,12
bestjump_w2,375000,dense_sprint,684.82,12,12
bestjump_w2,375000,syncopated_switchback,655.85,12,12
bestjump_w2,375000,opening_burst,664.95,12,12
bestjump_w2,375000,grain_staircase,763.2,12,12
bestjump_w2,375000,rhythm_ladder,632.42,12,12
bestjump_w2,375000,cold_start,619.45,12,12
bestjump_w2,375000,mini_burst,674.28,12,12
bestjump_w2,375000,tiny_dance,569,12,12
bestjump_w2,375000,solo_run,727.33,12,12
bestjump_w2,375000,verse_chorus,749.41,12,12
bestjump_w2,375000,drums_swell,715.78,12,12
bestjump_w2,375000,drums_crosscut,746.43,12,12
bestjump_w2,375000,drums_tide,739.73,12,12
bestjump_w2,375000,drums_dropout,717.22,12,12
bestjump_w2,375000,drums_breath,731.68,12,12
bestjump_w2,375000,drums_pulse,736.19,12,12
bestjump_w2,375000,drums_zigzag,731.84,12,12
bestjump_w2,400000,drums_signature,706.77,12,12
bestjump_w2,400000,drums_pendulum,559.3,12,12
bestjump_w2,400000,drums_crescendo,636.05,12,12
bestjump_w2,400000,dense_sprint,685.31,12,12
bestjump_w2,400000,syncopated_switchback,657.51,12,12
bestjump_w2,400000,opening_burst,664.58,12,12
bestjump_w2,400000,grain_staircase,763.93,12,12
bestjump_w2,400000,rhythm_ladder,633.85,12,12
bestjump_w2,400000,cold_start,619.78,12,12
bestjump_w2,400000,mini_burst,674.88,12,12
bestjump_w2,400000,tiny_dance,569,12,12
bestjump_w2,400000,solo_run,727.33,12,12
bestjump_w2,400000,verse_chorus,749.64,12,12
bestjump_w2,400000,drums_swell,716.01,12,12
bestjump_w2,400000,drums_crosscut,748.02,12,12
bestjump_w2,400000,drums_tide,739.87,12,12
bestjump_w2,400000,drums_dropout,718.11,12,12
bestjump_w2,400000,drums_breath,731.22,12,12
bestjump_w2,400000,drums_pulse,737.4,12,12
bestjump_w2,400000,drums_zigzag,733.63,12,12
bestjump_w2,425000,drums_signature,707.82,12,12
bestjump_w2,425000,drums_pendulum,559.19,12,12
bestjump_w2,425000,drums_crescendo,635.99,12,12
bestjump_w2,425000,dense_sprint,686.08,12,12
bestjump_w2,425000,syncopated_switchback,658.32,12,12
bestjump_w2,425000,opening_burst,665,12,12
bestjump_w2,425000,grain_staircase,763.79,12,12
bestjump_w2,425000,rhythm_ladder,634.89,12,12
bestjump_w2,425000,cold_start,619.85,12,12
bestjump_w2,425000,mini_burst,675.71,12,12
bestjump_w2,425000,tiny_dance,569,12,12
bestjump_w2,425000,solo_run,726.19,12,12
bestjump_w2,425000,verse_chorus,749.84,12,12
bestjump_w2,425000,drums_swell,715.62,12,12
bestjump_w2,425000,drums_crosscut,747.43,12,12
bestjump_w2,425000,drums_tide,741.2,12,12
bestjump_w2,425000,drums_dropout,718.64,12,12
bestjump_w2,425000,drums_breath,731.97,12,12
bestjump_w2,425000,drums_pulse,737.96,12,12
bestjump_w2,425000,drums_zigzag,735.08,12,12
bestjump_w2,450000,drums_signature,709.17,12,12
bestjump_w2,450000,drums_pendulum,559.76,12,12
bestjump_w2,450000,drums_crescendo,637.6,12,12
bestjump_w2,450000,dense_sprint,685.88,12,12
bestjump_w2,450000,syncopated_switchback,658.86,12,12
bestjump_w2,450000,opening_burst,665.49,12,12
bestjump_w2,450000,grain_staircase,763.76,12,12
bestjump_w2,450000,rhythm_ladder,634.92,12,12
bestjump_w2,450000,cold_start,620,12,12
bestjump_w2,450000,mini_burst,675.75,12,12
bestjump_w2,450000,tiny_dance,569,12,12
bestjump_w2,450000,solo_run,729.56,12,12
bestjump_w2,450000,verse_chorus,749.69,12,12
bestjump_w2,450000,drums_swell,717.24,12,12
bestjump_w2,450000,drums_crosscut,747.63,12,12
bestjump_w2,450000,drums_tide,741.51,12,12
bestjump_w2,450000,drums_dropout,719.04,12,12
bestjump_w2,450000,drums_breath,731.81,12,12
bestjump_w2,450000,drums_pulse,738.14,12,12
bestjump_w2,450000,drums_zigzag,734.86,12,12
bestjump_w2,475000,drums_signature,709.36,12,12
bestjump_w2,475000,drums_pendulum,559.52,12,12
bestjump_w2,475000,drums_crescendo,636.7,12,12
bestjump_w2,475000,dense_sprint,688.3,12,12
bestjump_w2,475000,syncopated_switchback,659,12,12
bestjump_w2,475000,opening_burst,666.7,12,12
bestjump_w2,475000,grain_staircase,764.11,12,12
bestjump_w2,475000,rhythm_ladder,635.6,12,12
bestjump_w2,475000,cold_start,620.07,12,12
bestjump_w2,475000,mini_burst,676.64,12,12
bestjump_w2,475000,tiny_dance,569,12,12
bestjump_w2,475000,solo_run,730.48,12,12
bestjump_w2,475000,verse_chorus,751.01,12,12
bestjump_w2,475000,drums_swell,715.49,12,12
bestjump_w2,475000,drums_crosscut,747.8,12,12
bestjump_w2,475000,drums_tide,740.93,12,12
bestjump_w2,475000,drums_dropout,721.03,12,12
bestjump_w2,475000,drums_breath,732.67,12,12
bestjump_w2,475000,drums_pulse,738.41,12,12
bestjump_w2,475000,drums_zigzag,734.01,12,12
bestjump_w2,500000,drums_signature,710.4,12,12
bestjump_w2,500000,drums_pendulum,561.73,12,12
bestjump_w2,500000,drums_crescendo,637.89,12,12
bestjump_w2,500000,dense_sprint,687.56,12,12
bestjump_w2,500000,syncopated_switchback,661.07,12,12
bestjump_w2,500000,opening_burst,666.53,12,12
bestjump_w2,500000,grain_staircase,764.56,12,12
bestjump_w2,500000,rhythm_ladder,635.58,12,12
bestjump_w2,500000,cold_start,619.88,12,12
bestjump_w2,500000,mini_burst,676.79,12,12
bestjump_w2,500000,tiny_dance,569,12,12
bestjump_w2,500000,solo_run,730.98,12,12
bestjump_w2,500000,verse_chorus,751.46,12,12
bestjump_w2,500000,drums_swell,715.55,12,12
bestjump_w2,500000,drums_crosscut,748.96,12,12
bestjump_w2,500000,drums_tide,740.96,12,12
bestjump_w2,500000,drums_dropout,721.45,12,12
bestjump_w2,500000,drums_breath,732.06,12,12
bestjump_w2,500000,drums_pulse,739.21,12,12
bestjump_w2,500000,drums_zigzag,734.42,12,12
